Contig ID,Size,Lhav_ech1,Lhav F RPKM
Lhav_v2_contig_5297,1496,2273,16.68739205
Lhav_v2_contig_52970,253,0,0
Lhav_v2_contig_52971,475,0,0
Lhav_v2_contig_52972,345,17,0.54119086
Lhav_v2_contig_52973,231,20,0.95090831
Lhav_v2_contig_52974,331,57,1.891330773
Lhav_v2_contig_52975,226,26,1.263529936
Lhav_v2_contig_52976,724,4,0.060679508
Lhav_v2_contig_52977,235,8,0.373889055
Lhav_v2_contig_52978,383,2,0.057352433
Lhav_v2_contig_52979,348,2,0.063120638
Lhav_v2_contig_5298,245,314,14.07615987
Lhav_v2_contig_52980,330,0,0
Lhav_v2_contig_52981,554,54,1.070544247
Lhav_v2_contig_52982,542,72,1.458995112
Lhav_v2_contig_52983,312,21,0.739239778
Lhav_v2_contig_52984,528,18,0.374420147
Lhav_v2_contig_52985,212,2,0.103613122
Lhav_v2_contig_52986,254,7,0.302680854
Lhav_v2_contig_52987,490,163,3.653525572
Lhav_v2_contig_52988,253,6,0.260466189
Lhav_v2_contig_52989,267,4,0.164539191
Lhav_v2_contig_5299,245,500,22.41426731
Lhav_v2_contig_52990,316,0,0
Lhav_v2_contig_52991,288,27,1.029655405
Lhav_v2_contig_52992,581,27,0.510397171
Lhav_v2_contig_52993,292,13,0.488968777
Lhav_v2_contig_52994,294,2,0.074714224
Lhav_v2_contig_52995,215,20,1.02167358
Lhav_v2_contig_52996,247,4,0.177862202
Lhav_v2_contig_52997,457,9,0.216295227
Lhav_v2_contig_52998,858,98,1.254467501
Lhav_v2_contig_52999,341,25,0.805204617
Lhav_v2_contig_53,1822,812,4.894724851
Lhav_v2_contig_530,1296,23298,197.4396018
Lhav_v2_contig_5300,564,3079,59.95856247
Lhav_v2_contig_53000,286,40,1.536082655
Lhav_v2_contig_53001,331,11,0.364993658
Lhav_v2_contig_53002,351,8,0.250324581
Lhav_v2_contig_53003,237,17,0.78780948
Lhav_v2_contig_53004,324,4,0.135592481
Lhav_v2_contig_53005,264,26,1.081658203
Lhav_v2_contig_53006,219,15,0.752259656
Lhav_v2_contig_53007,158,2,0.139025202
Lhav_v2_contig_53008,547,11,0.220864535
Lhav_v2_contig_53009,383,11,0.315438383
Lhav_v2_contig_5301,1503,3579,26.15311026
Lhav_v2_contig_53010,233,22,1.037020608
Lhav_v2_contig_53011,326,7,0.235831095
Lhav_v2_contig_53012,249,4,0.17643359
Lhav_v2_contig_53013,608,30,0.541923897
Lhav_v2_contig_53014,3536,10839,33.66647038
Lhav_v2_contig_53015,449,4,0.097844018
Lhav_v2_contig_53016,539,37,0.753934446
Lhav_v2_contig_53017,591,4,0.074334964
Lhav_v2_contig_53018,355,0,0
Lhav_v2_contig_53019,421,24,0.62610875
Lhav_v2_contig_5302,1719,2215,14.15202154
Lhav_v2_contig_53020,271,22,0.891608124
Lhav_v2_contig_53021,783,17,0.238455743
Lhav_v2_contig_53022,237,9,0.417075607
Lhav_v2_contig_53023,364,47,1.418133451
Lhav_v2_contig_53024,203,17,0.919757866
Lhav_v2_contig_53025,435,31,0.782695909
Lhav_v2_contig_53026,385,22,0.627599485
Lhav_v2_contig_53027,297,17,0.628656049
Lhav_v2_contig_53028,564,5,0.097366941
Lhav_v2_contig_53029,516,2,0.042569732
Lhav_v2_contig_5303,532,1301,26.85878058
Lhav_v2_contig_53030,239,13,0.597401183
Lhav_v2_contig_53031,513,4,0.085637357
Lhav_v2_contig_53032,469,19,0.444939933
Lhav_v2_contig_53033,369,103,3.06571293
Lhav_v2_contig_53034,322,16,0.545738682
Lhav_v2_contig_53035,229,11,0.527567252
Lhav_v2_contig_53036,231,21,0.998453726
Lhav_v2_contig_53037,296,29,1.076036279
Lhav_v2_contig_53038,636,58,1.001593517
Lhav_v2_contig_53039,457,40,0.961312121
Lhav_v2_contig_5304,834,2247,29.59086419
Lhav_v2_contig_53040,350,57,1.788658531
Lhav_v2_contig_53041,371,13,0.384848741
Lhav_v2_contig_53042,241,52,2.369773988
Lhav_v2_contig_53043,572,0,0
Lhav_v2_contig_53044,758,0,0
Lhav_v2_contig_53045,383,3,0.08602865
Lhav_v2_contig_53046,385,39,1.112562723
Lhav_v2_contig_53047,368,16,0.477521347
Lhav_v2_contig_53048,270,40,1.627109775
Lhav_v2_contig_53049,331,36,1.194524699
Lhav_v2_contig_5305,1285,10169,86.91520257
Lhav_v2_contig_53050,689,27,0.43039297
Lhav_v2_contig_53051,458,0,0
Lhav_v2_contig_53052,354,25,0.775634956
Lhav_v2_contig_53053,265,12,0.497342988
Lhav_v2_contig_53054,307,20,0.715504299
Lhav_v2_contig_53055,461,4,0.095297102
Lhav_v2_contig_53056,769,35,0.499876053
Lhav_v2_contig_53057,382,31,0.891289844
Lhav_v2_contig_53058,306,6,0.215352764
Lhav_v2_contig_53059,209,4,0.210200784
Lhav_v2_contig_5306,617,5549,98.77571631
Lhav_v2_contig_53060,207,8,0.42446342
Lhav_v2_contig_53061,286,15,0.576030996
Lhav_v2_contig_53062,258,16,0.68111572
Lhav_v2_contig_53063,291,5,0.188711185
Lhav_v2_contig_53064,289,9,0.342030861
Lhav_v2_contig_53065,272,13,0.524922363
Lhav_v2_contig_53066,467,9,0.211663638
Lhav_v2_contig_53067,301,3,0.109465026
Lhav_v2_contig_53068,388,0,0
Lhav_v2_contig_53069,351,2,0.062581145
Lhav_v2_contig_5307,3914,7054,19.79407726
Lhav_v2_contig_53070,430,7,0.178792876
Lhav_v2_contig_53071,527,30,0.625217703
Lhav_v2_contig_53072,284,21,0.812122573
Lhav_v2_contig_53073,261,4,0.168321701
Lhav_v2_contig_53074,379,3,0.086936604
Lhav_v2_contig_53075,544,178,3.593699255
Lhav_v2_contig_53076,285,3,0.115610431
Lhav_v2_contig_53077,415,19,0.502835732
Lhav_v2_contig_53078,271,0,0
Lhav_v2_contig_53079,280,13,0.509924581
Lhav_v2_contig_5308,646,4841,82.30442623
Lhav_v2_contig_53080,584,26,0.488968777
Lhav_v2_contig_53081,350,56,1.757278557
Lhav_v2_contig_53082,251,26,1.137680341
Lhav_v2_contig_53083,521,36,0.758901488
Lhav_v2_contig_53084,359,58,1.774410799
Lhav_v2_contig_53085,341,1,0.032208185
Lhav_v2_contig_53086,322,39,1.330238038
Lhav_v2_contig_53087,495,28,0.621260096
Lhav_v2_contig_53088,368,8,0.238760674
Lhav_v2_contig_53089,316,0,0
Lhav_v2_contig_5309,557,1786,35.21655636
Lhav_v2_contig_53090,285,56,2.158061386
Lhav_v2_contig_53091,337,2,0.065180955
Lhav_v2_contig_53092,229,13,0.623488571
Lhav_v2_contig_53093,491,9,0.201317554
Lhav_v2_contig_53094,444,9,0.222628196
Lhav_v2_contig_53095,341,43,1.384951942
Lhav_v2_contig_53096,621,24,0.42446342
Lhav_v2_contig_53097,367,36,1.077350614
Lhav_v2_contig_53098,333,50,1.649097745
Lhav_v2_contig_53099,632,15,0.260672254
Lhav_v2_contig_531,2487,2610,11.52617871
Lhav_v2_contig_5310,4946,2184,4.849747737
Lhav_v2_contig_53100,341,2,0.064416369
Lhav_v2_contig_53101,245,4,0.179314138
Lhav_v2_contig_53102,518,0,0
Lhav_v2_contig_53103,432,48,1.220332331
Lhav_v2_contig_53104,260,18,0.760360914
Lhav_v2_contig_53105,276,82,3.263062538
Lhav_v2_contig_53106,244,4,0.180049032
Lhav_v2_contig_53107,362,8,0.242718033
Lhav_v2_contig_53108,753,48,0.700110979
Lhav_v2_contig_53109,596,19,0.350128907
Lhav_v2_contig_5311,573,1293,24.78360792
Lhav_v2_contig_53110,266,2,0.08257888
Lhav_v2_contig_53111,299,123,4.518086591
Lhav_v2_contig_53112,354,10,0.310253983
Lhav_v2_contig_53113,256,0,0
Lhav_v2_contig_53114,309,28,0.995222484
Lhav_v2_contig_53115,423,4,0.103858071
Lhav_v2_contig_53116,231,1,0.047545416
Lhav_v2_contig_53117,793,39,0.540147097
Lhav_v2_contig_53118,212,6,0.310839367
Lhav_v2_contig_53119,298,1,0.036855674
Lhav_v2_contig_5312,1453,9503,71.83163338
Lhav_v2_contig_53120,382,46,1.322559124
Lhav_v2_contig_53121,228,8,0.385368105
Lhav_v2_contig_53122,298,8,0.294845395
Lhav_v2_contig_53123,245,10,0.448285346
Lhav_v2_contig_53124,487,11,0.248075772
Lhav_v2_contig_53125,219,11,0.551657081
Lhav_v2_contig_53126,218,13,0.654949004
Lhav_v2_contig_53127,264,16,0.665635817
Lhav_v2_contig_53128,552,34,0.676488575
Lhav_v2_contig_53129,325,10,0.337938184
Lhav_v2_contig_5313,2894,5926,22.48970441
Lhav_v2_contig_53130,212,18,0.932518102
Lhav_v2_contig_53131,285,18,0.693662588
Lhav_v2_contig_53132,239,3,0.137861811
Lhav_v2_contig_53133,459,6,0.14356851
Lhav_v2_contig_53134,340,13,0.419937891
Lhav_v2_contig_53135,281,32,1.250732069
Lhav_v2_contig_53136,428,38,0.975125368
Lhav_v2_contig_53137,366,0,0
Lhav_v2_contig_53138,265,9,0.373007241
Lhav_v2_contig_53139,289,11,0.418037719
Lhav_v2_contig_5314,432,5596,142.270411
Lhav_v2_contig_53140,247,24,1.067173213
Lhav_v2_contig_53141,434,3,0.075919293
Lhav_v2_contig_53142,471,16,0.373095235
Lhav_v2_contig_53143,562,9,0.175884197
Lhav_v2_contig_53144,272,96,3.876349758
Lhav_v2_contig_53145,343,21,0.672428019
Lhav_v2_contig_53146,362,0,0
Lhav_v2_contig_53147,241,12,0.54687092
Lhav_v2_contig_53148,425,2,0.051684663
Lhav_v2_contig_53149,467,13,0.305736366
Lhav_v2_contig_5315,1691,42,0.272788658
Lhav_v2_contig_53150,305,25,0.900245162
Lhav_v2_contig_53151,628,193,3.375345955
Lhav_v2_contig_53152,744,42,0.620007555
Lhav_v2_contig_53153,294,29,1.083356253
Lhav_v2_contig_53154,237,6,0.278050405
Lhav_v2_contig_53155,215,5,0.255418395
Lhav_v2_contig_53156,543,32,0.647248087
Lhav_v2_contig_53157,389,17,0.47997647
Lhav_v2_contig_53158,330,21,0.698917608
Lhav_v2_contig_53159,182,5,0.301730521
Lhav_v2_contig_5316,1287,7317,62.44175992
Lhav_v2_contig_53160,316,2,0.069512601
Lhav_v2_contig_53161,274,26,1.042181626
Lhav_v2_contig_53162,270,34,1.383043309
Lhav_v2_contig_53163,245,8,0.358628277
Lhav_v2_contig_53164,237,44,2.039036301
Lhav_v2_contig_53165,330,16,0.532508654
Lhav_v2_contig_53166,822,0,0
Lhav_v2_contig_53167,432,9,0.228812312
Lhav_v2_contig_53168,559,22,0.432246515
Lhav_v2_contig_53169,318,6,0.207226245
Lhav_v2_contig_5317,2108,3931,20.48108992
Lhav_v2_contig_53170,324,11,0.372879323
Lhav_v2_contig_53171,231,5,0.237727078
Lhav_v2_contig_53172,1041,20,0.211008472
Lhav_v2_contig_53173,385,69,1.968380202
Lhav_v2_contig_53174,271,16,0.648442272
Lhav_v2_contig_53175,320,22,0.75508063
Lhav_v2_contig_53176,231,15,0.713181233
Lhav_v2_contig_53177,374,103,3.024727463
Lhav_v2_contig_53178,300,12,0.439319639
Lhav_v2_contig_53179,511,96,2.063340772
Lhav_v2_contig_5318,1556,2284,16.1215626
Lhav_v2_contig_53180,280,3,0.117674903
Lhav_v2_contig_53181,451,7,0.170467709
Lhav_v2_contig_53182,257,25,1.068384337
Lhav_v2_contig_53183,302,2,0.07273504
Lhav_v2_contig_53184,321,0,0
Lhav_v2_contig_53185,553,7,0.139025202
Lhav_v2_contig_53186,788,6,0.083626835
Lhav_v2_contig_53187,399,34,0.935893968
Lhav_v2_contig_53188,349,28,0.88115687
Lhav_v2_contig_53189,296,27,1.00182688
Lhav_v2_contig_5319,3396,3209,10.37821498
Lhav_v2_contig_53190,269,7,0.285802739
Lhav_v2_contig_53191,511,69,1.48302618
Lhav_v2_contig_53192,353,51,1.586777734
Lhav_v2_contig_53193,436,7,0.176332424
Lhav_v2_contig_53194,391,129,3.623544339
Lhav_v2_contig_53195,374,0,0
Lhav_v2_contig_53196,357,4,0.123058722
Lhav_v2_contig_53197,465,25,0.590483386
Lhav_v2_contig_53198,344,3,0.095781898
Lhav_v2_contig_53199,544,55,1.110412691
Lhav_v2_contig_532,1722,55575,354.4597699
Lhav_v2_contig_5320,917,4872,58.35237957
Lhav_v2_contig_53200,324,9,0.305083083
Lhav_v2_contig_53201,230,13,0.620777751
Lhav_v2_contig_53202,391,75,2.106711825
Lhav_v2_contig_53203,255,13,0.559917187
Lhav_v2_contig_53204,222,36,1.781025565
Lhav_v2_contig_53205,400,13,0.356947207
Lhav_v2_contig_53206,345,5,0.159173782
Lhav_v2_contig_53207,248,57,2.524316476
Lhav_v2_contig_53208,294,34,1.270141814
Lhav_v2_contig_53209,434,0,0
Lhav_v2_contig_5321,882,1813,22.57614813
Lhav_v2_contig_53210,386,42,1.19504047
Lhav_v2_contig_53211,232,18,0.852128611
Lhav_v2_contig_53212,526,13,0.271442743
Lhav_v2_contig_53213,321,8,0.273719401
Lhav_v2_contig_53214,246,107,4.777154614
Lhav_v2_contig_53215,515,16,0.341219137
Lhav_v2_contig_53216,239,149,6.847136638
Lhav_v2_contig_53217,259,5,0.212026853
Lhav_v2_contig_53218,425,20,0.516846634
Lhav_v2_contig_53219,271,33,1.337412186
Lhav_v2_contig_5322,891,252,3.10630048
Lhav_v2_contig_53220,717,51,0.781216932
Lhav_v2_contig_53221,317,14,0.48505323
Lhav_v2_contig_53222,405,74,2.006768723
Lhav_v2_contig_53223,864,2,0.02542359
Lhav_v2_contig_53224,276,25,0.99483614
Lhav_v2_contig_53225,288,0,0
Lhav_v2_contig_53226,234,1,0.046935859
Lhav_v2_contig_53227,262,4,0.167679252
Lhav_v2_contig_53228,241,8,0.364580614
Lhav_v2_contig_53229,237,6,0.278050405
Lhav_v2_contig_5323,1165,7497,70.67766815
Lhav_v2_contig_53230,529,27,0.560568538
Lhav_v2_contig_53231,365,27,0.812440429
Lhav_v2_contig_53232,606,6,0.108742485
Lhav_v2_contig_53233,290,19,0.719575271
Lhav_v2_contig_53234,274,0,0
Lhav_v2_contig_53235,223,11,0.541761887
Lhav_v2_contig_53236,221,22,1.093329419
Lhav_v2_contig_53237,212,92,4.766203634
Lhav_v2_contig_53238,831,28,0.370064678
Lhav_v2_contig_53239,384,15,0.429023085
Lhav_v2_contig_5324,991,22582,250.2703354
Lhav_v2_contig_53240,253,3,0.130233095
Lhav_v2_contig_53241,310,100,3.542900317
Lhav_v2_contig_53242,273,2,0.080461472
Lhav_v2_contig_53243,446,10,0.246255403
Lhav_v2_contig_53244,354,3,0.093076195
Lhav_v2_contig_53245,230,2,0.095504269
Lhav_v2_contig_53246,261,6,0.252482551
Lhav_v2_contig_53247,330,40,1.331271634
Lhav_v2_contig_53248,523,2,0.041999966
Lhav_v2_contig_53249,244,1,0.045012258
Lhav_v2_contig_5325,719,9557,145.9867105
Lhav_v2_contig_53250,248,76,3.365755301
Lhav_v2_contig_53251,523,13,0.272999776
Lhav_v2_contig_53252,683,56,0.900508777
Lhav_v2_contig_53253,457,36,0.865180909
Lhav_v2_contig_53254,211,33,1.717718969
Lhav_v2_contig_53255,434,51,1.290627973
Lhav_v2_contig_53256,358,20,0.613574915
Lhav_v2_contig_53257,277,0,0
Lhav_v2_contig_53258,482,19,0.432939479
Lhav_v2_contig_53259,236,3,0.139614292
Lhav_v2_contig_5326,1317,4702,39.21186302
Lhav_v2_contig_53260,242,2,0.090768521
Lhav_v2_contig_53261,531,61,1.261699529
Lhav_v2_contig_53262,1076,11,0.112279648
Lhav_v2_contig_53263,460,3,0.071628202
Lhav_v2_contig_53264,265,6,0.248671494
Lhav_v2_contig_53265,640,79,1.355712949
Lhav_v2_contig_53266,284,93,3.596542822
Lhav_v2_contig_53267,355,0,0
Lhav_v2_contig_53268,297,0,0
Lhav_v2_contig_53269,243,3,0.135592481
Lhav_v2_contig_5327,519,2103,44.5033334
Lhav_v2_contig_53270,381,4,0.115306992
Lhav_v2_contig_53271,1792,0,0
Lhav_v2_contig_53272,421,22,0.57393302
Lhav_v2_contig_53273,412,56,1.492833726
Lhav_v2_contig_53274,468,14,0.328551012
Lhav_v2_contig_53275,516,8,0.17027893
Lhav_v2_contig_53276,627,4,0.070066928
Lhav_v2_contig_53277,503,44,0.960738774
Lhav_v2_contig_53278,366,9,0.270073549
Lhav_v2_contig_53279,481,6,0.137001967
Lhav_v2_contig_5328,2183,21096,106.1370489
Lhav_v2_contig_53280,310,6,0.212574019
Lhav_v2_contig_53281,289,1,0.038003429
Lhav_v2_contig_53282,319,17,0.58530046
Lhav_v2_contig_53283,269,41,1.673987473
Lhav_v2_contig_53284,451,73,1.777734682
Lhav_v2_contig_53285,409,40,1.074131147
Lhav_v2_contig_53286,821,41,0.54848067
Lhav_v2_contig_53287,300,2,0.07321994
Lhav_v2_contig_53288,309,34,1.208484445
Lhav_v2_contig_53289,419,14,0.366973446
Lhav_v2_contig_5329,1815,5383,32.5737964
Lhav_v2_contig_53290,549,15,0.300081721
Lhav_v2_contig_53291,550,29,0.579103161
Lhav_v2_contig_53292,232,58,2.745747746
Lhav_v2_contig_53293,241,0,0
Lhav_v2_contig_53294,423,0,0
Lhav_v2_contig_53295,430,22,0.561920469
Lhav_v2_contig_53296,389,37,1.044654669
Lhav_v2_contig_53297,206,17,0.906363333
Lhav_v2_contig_53298,213,8,0.412506704
Lhav_v2_contig_53299,483,48,1.091477365
Lhav_v2_contig_533,1926,8276,47.1937868
Lhav_v2_contig_5330,1618,208,1.411904898
Lhav_v2_contig_53300,659,76,1.266627185
Lhav_v2_contig_53301,246,19,0.848279791
Lhav_v2_contig_53302,400,4,0.10982991
Lhav_v2_contig_53303,411,90,2.405034522
Lhav_v2_contig_53304,231,86,4.088905734
Lhav_v2_contig_53305,527,33,0.687739473
Lhav_v2_contig_53306,473,18,0.417957374
Lhav_v2_contig_53307,226,0,0
Lhav_v2_contig_53308,367,17,0.508748901
Lhav_v2_contig_53309,297,29,1.072413261
Lhav_v2_contig_5331,2214,9018,44.73559742
Lhav_v2_contig_53310,346,59,1.872822162
Lhav_v2_contig_53311,246,15,0.669694572
Lhav_v2_contig_53312,292,8,0.300903863
Lhav_v2_contig_53313,710,0,0
Lhav_v2_contig_53314,237,7,0.324392139
Lhav_v2_contig_53315,427,0,0
Lhav_v2_contig_53316,285,16,0.616588967
Lhav_v2_contig_53317,327,17,0.570981183
Lhav_v2_contig_53318,281,16,0.625366035
Lhav_v2_contig_53319,256,0,0
Lhav_v2_contig_5332,1634,5765,38.74965913
Lhav_v2_contig_53320,257,24,1.025648963
Lhav_v2_contig_53321,245,0,0
Lhav_v2_contig_53322,325,11,0.371732002
Lhav_v2_contig_53323,422,91,2.368370093
Lhav_v2_contig_53324,1007,21,0.229039534
Lhav_v2_contig_53325,300,57,2.086768287
Lhav_v2_contig_53326,362,0,0
Lhav_v2_contig_53327,322,43,1.466672709
Lhav_v2_contig_53328,306,22,0.789626803
Lhav_v2_contig_53329,279,13,0.511752268
Lhav_v2_contig_5333,955,1254,14.4216447
Lhav_v2_contig_53330,550,17,0.339474267
Lhav_v2_contig_53331,386,97,2.759974418
Lhav_v2_contig_53332,263,33,1.378093926
Lhav_v2_contig_53333,308,45,1.604657773
Lhav_v2_contig_53334,223,15,0.73876621
Lhav_v2_contig_53335,335,13,0.42620562
Lhav_v2_contig_53336,217,34,1.720837297
Lhav_v2_contig_53337,316,9,0.312806705
Lhav_v2_contig_53338,370,177,5.254025416
Lhav_v2_contig_53339,314,7,0.244843748
Lhav_v2_contig_5334,2940,2386,8.913406967
Lhav_v2_contig_53340,283,34,1.319511284
Lhav_v2_contig_53341,281,10,0.390853772
Lhav_v2_contig_53342,467,12,0.282218184
Lhav_v2_contig_53343,221,11,0.54666471
Lhav_v2_contig_53344,404,8,0.21748497
Lhav_v2_contig_53345,259,2,0.084810741
Lhav_v2_contig_53346,328,8,0.267877829
Lhav_v2_contig_53347,1036,4,0.042405371
Lhav_v2_contig_53348,493,68,1.514895308
Lhav_v2_contig_53349,248,10,0.44286254
Lhav_v2_contig_5335,514,3748,80.08608989
Lhav_v2_contig_53350,209,3,0.157650588
Lhav_v2_contig_53351,466,0,0
Lhav_v2_contig_53352,284,5,0.193362517
Lhav_v2_contig_53353,409,2,0.053706557
Lhav_v2_contig_53354,750,26,0.380743687
Lhav_v2_contig_53355,302,4,0.145470079
Lhav_v2_contig_53356,286,0,0
Lhav_v2_contig_53357,402,64,1.748535878
Lhav_v2_contig_53358,292,15,0.564194742
Lhav_v2_contig_53359,568,33,0.638096307
Lhav_v2_contig_5336,2561,514,2.204317597
Lhav_v2_contig_53360,546,52,1.045999141
Lhav_v2_contig_53361,344,2,0.063854599
Lhav_v2_contig_53362,210,0,0
Lhav_v2_contig_53363,244,47,2.115576132
Lhav_v2_contig_53364,246,5,0.223231524
Lhav_v2_contig_53365,358,9,0.276108712
Lhav_v2_contig_53366,243,71,3.209022057
Lhav_v2_contig_53367,465,30,0.708580063
Lhav_v2_contig_53368,623,0,0
Lhav_v2_contig_53369,366,2,0.060016344
Lhav_v2_contig_5337,989,8,0.088841181
Lhav_v2_contig_53370,366,11,0.330089893
Lhav_v2_contig_53371,223,60,2.955064838
Lhav_v2_contig_53372,378,51,1.481832117
Lhav_v2_contig_53373,333,40,1.319278196
Lhav_v2_contig_53374,644,88,1.500781376
Lhav_v2_contig_53375,288,9,0.343218468
Lhav_v2_contig_53376,225,0,0
Lhav_v2_contig_53377,783,12,0.168321701
Lhav_v2_contig_53378,346,8,0.253941988
Lhav_v2_contig_53379,234,14,0.657102025
Lhav_v2_contig_5338,2494,5439,23.95208017
Lhav_v2_contig_53380,293,4,0.149938443
Lhav_v2_contig_53381,256,4,0.171609234
Lhav_v2_contig_53382,267,25,1.028369942
Lhav_v2_contig_53383,411,32,0.855123385
Lhav_v2_contig_53384,271,7,0.283693494
Lhav_v2_contig_53385,480,4,0.091524925
Lhav_v2_contig_53386,237,12,0.556100809
Lhav_v2_contig_53387,254,15,0.64860183
Lhav_v2_contig_53388,247,49,2.178811976
Lhav_v2_contig_53389,238,30,1.384410628
Lhav_v2_contig_5339,343,4876,156.131382
Lhav_v2_contig_53390,467,83,1.952009104
Lhav_v2_contig_53391,292,9075,341.3378191
Lhav_v2_contig_53392,328,28,0.937572401
Lhav_v2_contig_53393,260,7,0.295695911
Lhav_v2_contig_53394,235,12,0.560833582
Lhav_v2_contig_53395,369,1,0.029764203
Lhav_v2_contig_53396,466,40,0.942746007
Lhav_v2_contig_53397,403,4,0.109012317
Lhav_v2_contig_53398,208,7,0.369619889
Lhav_v2_contig_53399,261,59,2.482745088
Lhav_v2_contig_534,4809,7418,16.94153194
Lhav_v2_contig_5340,296,323,11.98481786
Lhav_v2_contig_53400,252,10,0.435832975
Lhav_v2_contig_53401,342,9,0.289026078
Lhav_v2_contig_53402,610,4,0.072019613
Lhav_v2_contig_53403,283,1,0.038809155
Lhav_v2_contig_53404,679,104,1.682225423
Lhav_v2_contig_53405,296,11,0.408151692
Lhav_v2_contig_53406,276,18,0.716282021
Lhav_v2_contig_53407,201,4,0.218566985
Lhav_v2_contig_53408,380,21,0.606954765
Lhav_v2_contig_53409,436,4,0.100761385
Lhav_v2_contig_5341,451,207,5.040973688
Lhav_v2_contig_53410,296,14,0.51946579
Lhav_v2_contig_53411,379,10,0.28978868
Lhav_v2_contig_53412,235,73,3.411737624
Lhav_v2_contig_53413,436,48,1.209136622
Lhav_v2_contig_53414,310,25,0.885725079
Lhav_v2_contig_53415,363,51,1.543064849
Lhav_v2_contig_53416,335,5,0.163925239
Lhav_v2_contig_53417,237,32,1.482935491
Lhav_v2_contig_53418,208,118,6.230735269
Lhav_v2_contig_53419,242,538,24.41673202
Lhav_v2_contig_5342,858,9095,116.4222646
Lhav_v2_contig_53420,209,19,0.998453726
Lhav_v2_contig_53421,270,8,0.325421955
Lhav_v2_contig_53422,584,54,1.015550536
Lhav_v2_contig_53423,399,39,1.073525434
Lhav_v2_contig_53424,306,11,0.394813401
Lhav_v2_contig_53425,627,16,0.280267712
Lhav_v2_contig_53426,262,32,1.341434013
Lhav_v2_contig_53427,294,2,0.074714224
Lhav_v2_contig_53428,392,33,0.924588527
Lhav_v2_contig_53429,469,2,0.046835782
Lhav_v2_contig_5343,3148,10483,36.57391819
Lhav_v2_contig_53430,267,14,0.575887168
Lhav_v2_contig_53431,207,0,0
Lhav_v2_contig_53432,260,9,0.380180457
Lhav_v2_contig_53433,365,11,0.330994249
Lhav_v2_contig_53434,395,263,7.312725641
Lhav_v2_contig_53435,262,20,0.838396258
Lhav_v2_contig_53436,421,6,0.156527187
Lhav_v2_contig_53437,271,5,0.20263821
Lhav_v2_contig_53438,260,12,0.506907276
Lhav_v2_contig_53439,273,27,1.086229877
Lhav_v2_contig_5344,1710,2171,13.94390259
Lhav_v2_contig_53440,231,17,0.808272064
Lhav_v2_contig_53441,239,0,0
Lhav_v2_contig_53442,435,19,0.479716848
Lhav_v2_contig_53443,265,0,0
Lhav_v2_contig_53444,410,25,0.669694572
Lhav_v2_contig_53445,294,0,0
Lhav_v2_contig_53446,304,23,0.830949976
Lhav_v2_contig_53447,414,26,0.689753057
Lhav_v2_contig_53448,471,49,1.142604157
Lhav_v2_contig_53449,202,6,0.326227455
Lhav_v2_contig_5345,2153,5879,29.99024802
Lhav_v2_contig_53450,346,58,1.841079413
Lhav_v2_contig_53451,288,28,1.06779079
Lhav_v2_contig_53452,258,40,1.7027893
Lhav_v2_contig_53453,225,1,0.048813293
Lhav_v2_contig_53454,312,4,0.140807577
Lhav_v2_contig_53455,299,13,0.477521347
Lhav_v2_contig_53456,229,18,0.863291868
Lhav_v2_contig_53457,366,31,0.930253335
Lhav_v2_contig_53458,198,1,0.055469651
Lhav_v2_contig_53459,623,10,0.17629199
Lhav_v2_contig_5346,758,1385,20.06786611
Lhav_v2_contig_53460,241,3,0.13671773
Lhav_v2_contig_53461,579,10,0.189688963
Lhav_v2_contig_53462,330,2,0.066563582
Lhav_v2_contig_53463,276,0,0
Lhav_v2_contig_53464,406,53,1.433740202
Lhav_v2_contig_53465,317,17,0.588993207
Lhav_v2_contig_53466,353,17,0.528925911
Lhav_v2_contig_53467,305,142,5.113392523
Lhav_v2_contig_53468,296,4,0.148418797
Lhav_v2_contig_53469,789,90,1.25281266
Lhav_v2_contig_5347,3540,3649,11.32116782
Lhav_v2_contig_53470,292,26,0.977937553
Lhav_v2_contig_53471,389,6,0.16940346
Lhav_v2_contig_53472,629,45,0.785746573
Lhav_v2_contig_53473,346,139,4.412242042
Lhav_v2_contig_53474,864,84,1.06779079
Lhav_v2_contig_53475,384,0,0
Lhav_v2_contig_53476,463,59,1.399560406
Lhav_v2_contig_53477,364,14,0.42242273
Lhav_v2_contig_53478,590,25,0.465380974
Lhav_v2_contig_53479,466,6,0.141411901
Lhav_v2_contig_5348,761,7,0.101026198
Lhav_v2_contig_53480,517,9,0.191193267
Lhav_v2_contig_53481,379,0,0
Lhav_v2_contig_53482,263,6,0.250562532
Lhav_v2_contig_53483,519,36,0.761825964
Lhav_v2_contig_53484,324,7,0.237286842
Lhav_v2_contig_53485,228,5,0.240855065
Lhav_v2_contig_53486,406,206,5.572650597
Lhav_v2_contig_53487,265,15,0.621678735
Lhav_v2_contig_53488,320,19,0.65211509
Lhav_v2_contig_53489,235,4,0.186944527
Lhav_v2_contig_5349,2211,3218,15.98519447
Lhav_v2_contig_53490,300,1,0.03660997
Lhav_v2_contig_53491,267,17,0.699291561
Lhav_v2_contig_53492,254,10,0.43240122
Lhav_v2_contig_53493,506,52,1.12868682
Lhav_v2_contig_53494,272,8,0.323029147
Lhav_v2_contig_53495,414,9,0.238760674
Lhav_v2_contig_53496,343,3,0.096061146
